Program,Exception Type,Code
GNSCHECK.COB,Missing variable referrence,"         CALL  ASMTDLI,(GU,(R11),IOAREA),VL                             01171044"
GNSCHECK.COB,Missing variable referrence,"         CALL  ASMTDLI,(INIT,(R11),DBGRUP),VL                           01281044"
GNSCHECK.COB,Missing variable referrence,"         CALL  ASMTDLI,(INIT,(R11),STATGRP),VL                          01361045"
GNSCHECK.COB,Missing variable referrence,"         CALL  ASMTDLI,(ISRT,(R11),OUTAREA,MODNAME),VL                  02961045"
GNS001.COB,Missing variable referrence,           CALL WS-PGM-WSLEN2       USING WS-CKPT-RESTORE-AREA                  
GNS700.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME   USING IMBXCIOS-IO-AREA                      
GNS310.COB,Missing variable referrence,              CALL GNSAUT2D-CRTE-RTNE USING                                     
GNS310.COB,Missing variable referrence,              CALL GNSAUT2D-IO-EXIT-RTNE USING                                  
GNS310.COB,Missing variable referrence,MS0146        CALL GNSAUT2D-EDIT-RTNE USING                                     
GNS891.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME   USING IMBXCIOS-IO-AREA                      
GNS715.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME   USING IMBXCIOS-IO-AREA                      
GNSTAGS.COB,Missing variable referrence,           CALL GNSTAGSD-PGM-NAME  USING     GNSTAGSD-PARM-LIST                 
GNSAUTLE.COB,Missing variable referrence,                    CALL GNSAUT2D-EDIT-RTNE USING                               
GNSAUTLE.COB,Missing variable referrence,              CALL GNSAUT2D-IO-EXIT-RTNE USING                                  
GNSAUTLE.COB,Missing variable referrence,                 CALL GNSAUT2D-CRTE-RTNE USING                                  
GNS850.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME   USING IMBXCIOS-IO-AREA                      
GNS1110.COB,Missing variable referrence,           CALL XSMCOMNS-SUB-MODULE USING XSMMXRFD-PARM-LIST                    
GNS300.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME   USING IMBXCIOS-IO-AREA                      
GNSAUTLU.COB,Missing variable referrence,CS0093           CALL GNSAUT2D-IO-EXIT-RTNE USING                               
GNSAUTLU.COB,Missing variable referrence,              CALL GNSAUT2D-CRTE-RTNE USING                                     
GNSAUTLU.COB,Missing variable referrence,              CALL GNSAUT2D-IO-EXIT-RTNE USING                                  
WIXFLNCS.COB,Missing variable referrence,           CALL IMBXCIOS-PGM-NAME   USING IMBXCIOS-IO-AREA                      
WIXFLNCS.COB,Missing variable referrence,           CALL XSMCOMNS-SUB-MODULE USING XSMMXRFD-PARM-LIST                    
GNCLOEP.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNCLOEP.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNCEBS6S.COB,Missing variable referrence,                CALL GNCOD02S-PGM-NAME                                          
GNC2381.COB,Missing variable referrence,           CALL GNCACMCS-PGM-NAME                                               
GNCOD01S.COB,Missing variable referrence,                CALL GNCOD02S-PGM-NAME                                          
GNCHDSRL.COB,Missing variable referrence,           CALL WCSHDIOS-PGM-NAME USING WCSHDIOS-PARM-LIST                      
GNC3698.COB,Missing variable referrence,                CALL GNCOD02S-PGM-NAME                                          
GNCCDHP.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME      USING  GNCMOVES-PARM-LIST                
GNCMRUP.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME  USING  GNMTBLSS-PARM-LIST                    
GNCMRUP.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME  USING  GNMTBLSS-PARM-LIST                    
GNC9406.COB,Missing variable referrence,                CALL GNCOD02S-PGM-NAME                                          
GNCAPRVS.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNC930LS.COB,Missing variable referrence,           CALL WCSHDIOS-PGM-NAME USING WCSHDIOS-PARM-LIST                      
GNCSAC1S.COB,Missing variable referrence,            CALL GNMTBLSS-PGM-NAME                                              
GNCHDIOS.COB,Missing variable referrence,RM5639        CALL WCSHDIOS-PGM-NAME                                            
GNCADJM.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNCADJM.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNCADJM.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNCADJM.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNCADJM.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNCADJM.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNCADJM.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNCADJM.COB,Missing variable referrence,           CALL GNCCRTES-PGM-NAME                                               
GNCADJM.COB,Missing variable referrence,           CALL GNCCRTES-PGM-NAME                                               
GNC4021S.COB,Missing variable referrence,           CALL WCSHDIOS-PGM-NAME USING WCSHDIOS-PARM-LIST                      
GNC5601,Missing copybook,           COPY GETDSND.                                                        
GNC5601,Missing copybook,           COPY GETDSNP.                                                        
GNCIFINS.COB,Missing variable referrence,           CALL GNCRTG1S-PGM-NAME                                               
GNC34381.COB,Missing variable referrence,           CALL IMMHRIOS-PGM-NAME      USING IMMHRIOS-IO-AREA                   
GNC3890.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNC3890.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNC3890.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNC3890.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNC3890.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNC3890.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNC910LS.COB,Missing variable referrence,           CALL WCSHDIOS-PGM-NAME USING WCSHDIOS-PARM-LIST                      
GNCFM03S.COB,Missing variable referrence,           CALL WGMTBLSS-PGM-NAME      USING                                    
GNCQQUNS.COB,Missing variable referrence,           CALL GNCXPR2T-NTWK-SUB-PGM-NAME USING                                
GNCQQUNS.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME USING GNMTBLSS-PARM-LIST                      
GNCIMGQ.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNCIMGQ.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNCIMGQ.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNCIMGQ.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNC0750.COB,Missing variable referrence,           CALL WCS10R0S-PGM-NAME                                               
GNCNETWS.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME  USING GNMTBLSS-PARM-LIST             00044000
GNCNETWS.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNCREF1S.COB,Missing variable referrence,           CALL GNCRTG1S-PGM-NAME                                               
GNCMQODS.COB,Missing variable referrence,           CALL IMMHRIOS-PGM-NAME USING IMMHRIOS-IO-AREA                00995600
GNCPACH.COB,Missing variable referrence,           CALL GNCCRTES-PGM-NAME                                               
GNCPACH.COB,Missing variable referrence,           CALL GNCCRTES-PGM-NAME                                               
GNCPACH.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNCPACH.COB,Missing variable referrence,           CALL GNCCRTES-PGM-NAME                                               
GNCPACH.COB,Missing variable referrence,           CALL GNCCRTES-PGM-NAME                                               
GNCPACH.COB,Missing variable referrence,           CALL GNCCRTES-PGM-NAME                                               
GNC8520.COB,Missing variable referrence,           CALL GNCCRTES-PGM-NAME                                               
GNC231.COB,Missing variable referrence,           CALL WS-SUBNAME USING          WS-CKPT-RESTORE-AREA          00187500
GNC3892.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNC3892.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNC3892.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNC3892.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNC3892.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNC3892.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNCODSUS.COB,Missing variable referrence,AT8443     CALL IMMHRIOS-PGM-NAME USING IMMHRIOS-IO-AREA                00995600
GNCMDCOS.COB,Missing variable referrence,           CALL GNCCRTES-PGM-NAME                                               
GNC9011.COB,Missing variable referrence,           CALL WS-SUBNAME USING          WS-CKPT-RESTORE-AREA          00286000
GNCIMG4S.COB,Missing variable referrence,           CALL GNCRTG1S-PGM-NAME                                               
GNC0009.COB,Missing variable referrence,           CALL WS-SUBNAME USING          WS-CKPT-RESTORE-AREA                  
GNCBADM.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNCBADM.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNCBADM.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNCBADM.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNCBADM.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNCBADM.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNCIRETS.COB,Missing variable referrence,           CALL GNCCRTES-PGM-NAME                                               
GNCBDSP.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNCBDSP.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNCBDSP.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNCBDSP.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNCBDSP.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNCBDSP.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNCACDE.COB,Missing variable referrence,RM6017     CALL WCSHDIOS-PGM-NAME  USING  WCSHDIOS-PARM-LIST                    
GNC9102.COB,Missing variable referrence,           CALL  GNC910S-PGM-NME                                                
GNC7661,Missing copybook,PS7594     COPY MCLELGXC.                                                       
GNC7852.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNCSCHES.COB,Missing variable referrence,           CALL GNCPOPRS-PMOVE-PGM USING                                        
GNC9472.COB,Missing variable referrence,                CALL GNCOD02S-PGM-NAME                                          
GNCHIP1.COB,Missing variable referrence,           CALL WCSHDIOS-PGM-NAME USING WCSHDIOS-PARM-LIST                      
GNCBRVCS.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNCHIP0.COB,Missing variable referrence,           CALL WCSHDIOS-PGM-NAME USING WCSHDIOS-PARM-LIST                      
GNCSHGNS.COB,Missing variable referrence,           CALL GNCONTPS-PGM-NAME   USING                                       
GNCSPMB.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNCLBENS,Missing copybook,RG       COPY  GNCLBHADD.                                               03260000
GNCLBENS.COB,Missing variable referrence,           CALL GNCLBHAS-PGM-NAME                                               
GNC0051.COB,Missing variable referrence,           CALL WS-SUBNAME          USING WS-CKPT-RESTORE-AREA                  
GNCREFAS.COB,Missing variable referrence,           CALL GNCRTG1S-PGM-NAME                                               
GNCHIP2.COB,Missing variable referrence,           CALL WCSHDIOS-PGM-NAME USING WCSHDIOS-PARM-LIST                      
GNCDDCH.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNCDDCH.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNCDDCH.COB,Missing variable referrence,           CALL GNCCRTES-PGM-NAME                                               
GNCDDCH.COB,Missing variable referrence,           CALL GNCCRTES-PGM-NAME                                               
GNCDDCH.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNCDDCH.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNCDDCH.COB,Missing variable referrence,           CALL GNCCRTES-PGM-NAME                                               
GNCGEA1S.COB,Missing variable referrence,           CALL  HDBPVHXS-PGM-NAME     USING                                    
GNCGEA1S.COB,Missing variable referrence,           CALL  HDBPVHXS-PGM-NAME     USING                                    
GNCGEA1S.COB,Missing variable referrence,           CALL WS-IYM9000A USING PS-PARM-LIST                                  
GNCDDCI.COB,Missing variable referrence,           CALL GNCCRTES-PGM-NAME                                               
GNCDDCI.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNCDDCI.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNCDDCI.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNC1010.COB,Missing variable referrence,           CALL WS-PGM-WSLEN2       USING WS-CKPT-RESTORE-AREA                  
GNC241.COB,Missing variable referrence,           CALL WS-SUBNAME USING          WS-CKPT-RESTORE-AREA                  
GNCPRI1S.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME                                               
GNCPRI1S.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME                                               
GNC9302.COB,Missing variable referrence,           CALL WCSHDIOS-PGM-NAME USING WCSHDIOS-PARM-LIST                      
GNCITSES.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNCITSDS.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNCITSDS.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNC0040.COB,Missing variable referrence,           CALL WS-SUBNAME          USING WS-CKPT-RESTORE-AREA          00249800
GNC9104.COB,Missing variable referrence,           CALL  GNC910S-PGM-NME                                                
GNC9104.COB,Missing variable referrence,           CALL  GNC910S-PGM-NME                                                
GNCHIPA.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME      USING  GNCMOVES-PARM-LIST                
GNCLLRI.COB,Missing variable referrence,RM6017     CALL WCSHDIOS-PGM-NAME  USING  WCSHDIOS-PARM-LIST                    
GNCLLRI.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME      USING  GNCMOVES-PARM-LIST                
GNCMEMBS,Missing copybook,PS7587     COPY MCLELGXC.                                                       
GNCMEMBS.COB,Missing variable referrence,           CALL IMBACOS-PGM-NAME    USING   IMBACOS-IO-AREA                     
GNCMEMBS.COB,Missing variable referrence,           CALL WS-GNCRULCS-PGM-NAME                                            
GNCPPR1S.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNCPPR1S.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNC4970.COB,Missing variable referrence,USTHIP     CALL WGMTBLSS-PGM-NAME     USING WGMTBLSS-PARM-LIST                  
GNCIMAG.COB,Missing variable referrence,           CALL GNCCRTES-PGM-NAME                                               
GNCIMAG.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNCIMAG.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNCIMAG.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNCIMAG.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNCIMAG.COB,Missing variable referrence,           CALL GNCCRTES-PGM-NAME                                               
GNCHDARC.COB,Missing variable referrence,           CALL WCSHDIOS-PGM-NAME USING WCSHDIOS-PARM-LIST                      
GNCHDARC.COB,Missing variable referrence,           CALL WCSHDIOS-PGM-NAME USING WCSHDIOS-PARM-LIST                      
GNCCPBKS.COB,Missing variable referrence,           CALL GNCCPBKS-PROGRAM-NAME USING GNCSTDLS-PARM-LIST                  
GNCAMRGS.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME  USING  GNMTBLSS-PARM-LIST                    
GNCAMRGS.COB,Missing variable referrence,ST1438         CALL WCSPYCDS-PGM-NAME    USING WCSPYCDS-PARM-LIST               
GNC9311.COB,Missing variable referrence,                CALL GNCOD02S-PGM-NAME                                          
GNC9101S.COB,Missing variable referrence,           CALL WCSHDIOS-PGM-NAME USING WCSHDIOS-PARM-LIST                      
GNCPCVES.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME  USING  GNMTBLSS-PARM-LIST                    
GNCPCVES.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME  USING  GNMTBLSS-PARM-LIST                    
GNC8350.COB,Missing variable referrence,           CALL WS-SUBNAME USING          WS-CKPT-RESTORE-AREA                  
GNCHMOPS.COB,Missing variable referrence,           CALL GNCRTG1S-PGM-NAME                                               
GNC3220A.COB,Missing variable referrence,           CALL AGLOBVCD-PROGRAM-NAME USING AGLOBVCD-CALL-AREA                  
GNCRTG1S.COB,Missing variable referrence,           CALL WGMAPSYS-PGM-NAME       USING                                   
GNC9102S.COB,Missing variable referrence,           CALL WCSHDIOS-PGM-NAME USING WCSHDIOS-PARM-LIST                      
GNCSPBS.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNCBTXT.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNCDDCSS.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNCDDCSS.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNCDDCSS.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNC3220U.COB,Missing variable referrence,JR0089     CALL WGMTBLSS-PGM-NAME      USING                                    
GNCGBA1S.COB,Missing variable referrence,           CALL  HDBPVHXS-PGM-NAME     USING                                    
GNCGBA1S.COB,Missing variable referrence,           CALL  HDBPVHXS-PGM-NAME     USING                                    
GNCGBA1S.COB,Missing variable referrence,           CALL WS-IYM9000A USING PS-PARM-LIST                                  
GNC3220T.COB,Missing variable referrence,JR0089     CALL WGMTBLSS-PGM-NAME      USING                                    
GNCBIDLD.COB,Missing variable referrence,           CALL WS-PGM-WSLEN2 USING       WS-CKPT-RESTORE-AREA                  
GNCBSEL.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNCBSEL.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNCBSEL.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNCBSEL.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNCBSEL.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNCBSEL.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNCBSEL.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNCBSEL.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNC0065.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME  USING  GNMTBLSS-PARM-LIST                    
GNCEBS2S.COB,Missing variable referrence,           CALL IMMHRIOS-PGM-NAME USING IMMHRIOS-IO-AREA                        
GNCITS.COB,Missing variable referrence,           CALL GNCITS-MAPPING-MOD-NAME                                         
GNC3637.COB,Missing variable referrence,JR0089     CALL WGMTBLSS-PGM-NAME      USING                                    
GNCSUPT.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNCLSEL,Missing copybook,           COPY  GNMM1IOP.                                                      
GNCLSEL.COB,Missing variable referrence,           CALL WGMTBLSS-PGM-NAME      USING                                    
GNCQRTES.COB,Missing variable referrence,           CALL GNCXPR2T-NTWK-SUB-PGM-NAME USING                                
GNC1195.COB,Missing variable referrence,           CALL IMMHRIOS-PGM-NAME USING   IMMHRIOS-IO-AREA                      
GNCOD08S.COB,Missing variable referrence,                CALL GNCOD02S-PGM-NAME                                          
GNCFEP1S,Missing copybook,           COPY GNCFEP3D.                                                       
GNCFEP1S,Missing copybook,           COPY GNCFEP8D.                                                       
GNCFEP1S,Missing copybook,           COPY GNCFEPPD.                                                       
GNCFEP1S,Missing copybook,           COPY GNCFEP3P.                                                       
GNC9103S.COB,Missing variable referrence,           CALL WCSHDIOS-PGM-NAME USING WCSHDIOS-PARM-LIST                      
GNCFM07S.COB,Missing variable referrence,USTHIP     CALL WGMTBLSS-PGM-NAME   USING WGMTBLSS-PARM-LIST                    
GNCDDCP.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNCDDCP.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNCDDCP.COB,Missing variable referrence,           CALL GNCCRTES-PGM-NAME                                               
GNCDDCP.COB,Missing variable referrence,           CALL GNCCRTES-PGM-NAME                                               
GNCDDCP.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNCDDCP.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNCDDCP.COB,Missing variable referrence,           CALL GNCCRTES-PGM-NAME                                               
GNC3812.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME      USING                                    
GNC9325.COB,Missing variable referrence,                CALL GNCOD02S-PGM-NAME                                          
GNCUCDI,Missing copybook,           COPY GNCUCDsP.                                                       
GNCENPS.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNCSHAUS.COB,Missing variable referrence,           CALL IMMHRIOS-PGM-NAME USING IMMHRIOS-IO-AREA                        
GNC0010.COB,Missing variable referrence,           CALL WS-SUBNAME          USING WS-CKPT-RESTORE-AREA                  
GNC0010.COB,Missing variable referrence,           CALL GNCCRTES-PGM-NAME                                               
GNC0010.COB,Missing variable referrence,           CALL       WS-SUBNAME   USING  DUMP-DATA.                            
GNC910CS.COB,Missing variable referrence,           CALL WCSHDIOS-PGM-NAME USING WCSHDIOS-PARM-LIST                      
GNCIMGI.COB,Missing variable referrence,           CALL GNCCRTES-PGM-NAME                                               
GNCIMGI.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNCIMGI.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNC0603.COB,Missing variable referrence,           CALL GNCCRTES-PGM-NAME                                               
GNCOD03S.COB,Missing variable referrence,                CALL GNCOD02S-PGM-NAME                                          
GNCPACP.COB,Missing variable referrence,           CALL GNCCRTES-PGM-NAME                                               
GNCPACP.COB,Missing variable referrence,           CALL GNCCRTES-PGM-NAME                                               
GNCPACP.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME                                               
GNCPACP.COB,Missing variable referrence,           CALL GNCCRTES-PGM-NAME                                               
GNCPACP.COB,Missing variable referrence,           CALL GNCCRTES-PGM-NAME                                               
GNCPACP.COB,Missing variable referrence,           CALL GNCCRTES-PGM-NAME                                               
GNCHSI3S.COB,Missing variable referrence,                 CALL GNMTBLSS-PGM-NAME                                 00151400
GNCHSI3S.COB,Missing variable referrence,             CALL GNMTBLSS-PGM-NAME USING GNMTBLSS-PARM-LIST            00154300
GNCDDCLS.COB,Missing variable referrence,           CALL GNCCRTES-PGM-NAME                                               
GNCLPPI.COB,Missing variable referrence,           CALL GNCMOVES-PGM-NAME      USING  GNCMOVES-PARM-LIST                
GNC9112S.COB,Missing variable referrence,           CALL WCSHDIOS-PGM-NAME USING WCSHDIOS-PARM-LIST                      
GNCQQSTS.COB,Missing variable referrence,           CALL GNCXPR2T-NTWK-SUB-PGM-NAME USING                                
GNCDRETS.COB,Missing variable referrence,           CALL GNCCRTES-PGM-NAME                                               
GNCREF3S.COB,Missing variable referrence,           CALL GNCRTG1S-PGM-NAME                                               
GNCDB2DR.COB,Missing variable referrence,              CALL WS-DB2PGM-NAME USING WS-PCB-001 WS-PCB-002                   
GNCDB2DR.COB,Missing variable referrence,              CALL WS-DB2PGM-NAME USING WS-PASS-PARM                            
GNC73202.COB,Missing variable referrence,                    CALL WS-PROGRAM (WS-IDX)                                    
GNCABDCS.COB,Missing variable referrence,           CALL GNMTBLSS-PGM-NAME  USING  GNMTBLSS-PARM-LIST                    
GNCIMEMS.COB,Missing variable referrence,           CALL IMBXEIOS-PGM-NAME   USING IMBXEIOS-IO-AREA                      
GNCIMEMS.COB,Missing variable referrence,           CALL IMMHRIOS-PGM-NAME USING IMMHRIOS-IO-AREA                        
GNC400.COB,Missing variable referrence,              CALL WS-PROGRAM (WS-NUM-1) USING GNC10R0S-PARM-LIST               
GNC400.COB,Missing variable referrence,              CALL WS-PROGRAM (WS-NUM-2) USING GNC10R0S-PARM-LIST               
GNC400.COB,Missing variable referrence,              CALL WS-PROGRAM (WS-NUM-3) USING GNC10R0S-PARM-LIST               
GNC400.COB,Missing variable referrence,              CALL WS-PROGRAM (WS-NUM-4) USING GNC10R0S-PARM-LIST               
GNC400.COB,Missing variable referrence,              CALL WS-PROGRAM (WS-NUM-5) USING GNC10R0S-PARM-LIST               
GNC400.COB,Missing variable referrence,              CALL WS-PROGRAM (WS-NUM-6) USING GNC10R0S-PARM-LIST               
GNC400.COB,Missing variable referrence,              CALL WS-PROGRAM (WS-NUM-7) USING GNC10R0S-PARM-LIST               
GNC400.COB,Missing variable referrence,              CALL WS-PROGRAM (WS-NUM-8) USING GNC10R0S-PARM-LIST               
GNC400.COB,Missing variable referrence,              CALL WS-PROGRAM (WS-NUM-9) USING GNC10R0S-PARM-LIST               
GNC400.COB,Missing variable referrence,              CALL WS-PROGRAM (WS-NUM-10) USING GNC10R0S-PARM-LIST              
GNC7020.COB,Missing variable referrence,           CALL WCSNATAS-PGM-NAME                                               
GNC7020.COB,Missing variable referrence,           CALL WCSNATAS-PGM-NAME                                               
GNC73201.COB,Missing variable referrence,                    CALL WS-PROGRAM (WS-IDX)                                    
GNCERSM.COB,Missing variable referrence,           CALL GNCCRTES-PGM-NAME                                               
GNCRSEL.COB,Missing variable referrence,           CALL GNCRTG1S-PGM-NAME                                               
GNC930CS.COB,Missing variable referrence,           CALL WCSHDIOS-PGM-NAME USING WCSHDIOS-PARM-LIST                      
GNC83520.COB,Missing variable referrence,           CALL GNCCRTES-PGM-NAME                                               
WCSHADM.COB,Missing variable referrence,           CALL WCSHADMS-PGM-NAME                                               
WCSRADJ.COB,Missing variable referrence,           CALL WCSRADJS-PGM-NAME                                               
WCSRADJ.COB,Missing variable referrence,           CALL WCSRASIS-PGM-NAME                                               
WCSCMPSS,Missing copybook,        Copy Fbwscomn.                                                          
WCSCMPSS,Missing copybook,        Copy Fb00errc Replacing ==:ERR:== by ==Err==.                           
WCSCMPSS,Missing copybook,        Copy Fbexcptn.                                                          
WCSCMPSS,Missing copybook,        Copy Fbwscomn.                                                          
WCSCMPSS,Missing copybook,        Copy Fbexcptn.                                                          
WCSCMPSS,Missing copybook,        Copy Fbwscomn.                                                          
WCSCMPSS,Missing copybook,        Copy Fbexcptn.                                                          
WCSCMPSS,Missing copybook,        Copy Fbfngeta Replacing ==:isCommon:== by ====                          
WCSCMPSS,Missing copybook,        Copy Fbfncast Replacing ==:isCommon:== by ====                          
WCS4021.COB,Missing variable referrence,           CALL WCSHDIOS-PGM-NAME USING WCSHDIOS-PARM-LIST                      
WCSMATCS.COB,Missing variable referrence,           CALL WS-GNCRULCS-PGM-NAME                                            
WCSRMD1S.COB,Missing variable referrence,           CALL WCSRMDTS-PGM-NAME                                               
WCSRLDS.COB,Missing variable referrence,           CALL WCSRLDSS-PGM-NAME                                               
WCSCRDRS,Missing copybook,        Copy Fbwscomn.                                                          
WCSCRDRS,Missing copybook,        Copy Fb00errc Replacing ==:ERR:== by ==Err==.                           
WCSCRDRS,Missing copybook,        Copy Fbexcptn.                                                          
WCSCRDRS,Missing copybook,        Copy Fbwscomn.                                                          
WCSCRDRS,Missing copybook,        Copy Fbexcptn.                                                          
WCSCRDRS,Missing copybook,        Copy Fbwscomn.                                                          
WCSCRDRS,Missing copybook,        Copy Fbexcptn.                                                          
